obo.FOODON_03316550,vegetable juice (gassed),NONE
obo.FOODON_03310107,"summer squash (whole, raw)",NONE
obo.FOODON_03317479,"fish fillet (deep-frozen, unprocessed)",NONE
obo.FOODON_03309293,humpback whitefish (raw),NONE
obo.FOODON_03311419,frozen dairy dessert (milk-based),NONE
obo.FOODON_03316576,"jelly, zella",NONE
obo.FOODON_03316750,"mango product (liquid, pulpy)",NONE
obo.FOODON_03309985,rice cake,NONE
obo.FOODON_03316662,seasoning product (concentrate),NONE
obo.FOODON_03308369,louisiana lobster (raw),NONE
obo.NCBITaxon_7906,Acipenser ruthenus,NONE
obo.FOODON_03311608,haddock (cooked),NONE
obo.FOODON_03310388,torula yeast (dry),NONE
obo.FOODON_03304940,cream soup mix,NONE
obo.FOODON_03413879,hake family,NONE
obo.FOODON_03315396,beverage (cocoa based),NONE
obo.FOODON_03315223,"acorn squash (whole, raw)",NONE
obo.FOODON_03309339,southern blue whiting (raw),NONE
obo.FOODON_03315089,frozen dairy dessert mix,NONE
obo.FOODON_03316583,dessert powder (fruity),NONE
obo.FOODON_03305287,papaya nectar (canned),NONE
obo.FOODON_03310254,rice (fermented),NONE
obo.FOODON_03316505,beverage concentrate (powdered),NONE
obo.FOODON_03308455,chilean plated lobster (raw),NONE
obo.FOODON_03315157,"tea (dry, instant)",NONE
obo.NCBITaxon_7908,Acipenser medirostris,NONE
obo.FOODON_03301053,oriental noodle,NONE
obo.FOODON_03316736,haddock fillet (quick-frozen),NONE
obo.FOODON_03310554,brewers yeast (dry),NONE
obo.FOODON_03306649,"vegetable soup mix (chunky, dried)",NONE
obo.FOODON_03413878,hake,NONE
obo.FOODON_03302815,coconut milk drink (chocolate-flavored),NONE
obo.FOODON_03309430,horse fish (raw),NONE
obo.FOODON_03315402,dairy ice mix,NONE
obo.FOODON_03317024,"dessert (jelly based, dry mix)",NONE
obo.FOODON_03306840,papaya nectar,NONE
obo.FOODON_03310371,rice meal,NONE
obo.FOODON_03316593,dinner concentrate,NONE
obo.FOODON_03308456,south pacific plated lobster (raw),NONE
obo.FOODON_03301820,"noodle (enriched, dry)",NONE
obo.FOODON_03309289,shee fish (canned),NONE
obo.FOODON_03306534,oyster mushroom,NONE
obo.FOODON_03309455,imitation chicken-flavored soup mix,NONE
obo.FOODON_03304894,coconut milk drink,NONE
obo.FOODON_00003709,yellow summer squash (whole),A yellow colored cultivated variety of summer squash plant.
obo.FOODON_03309617,liza (fish) (raw),NONE
obo.FOODON_00001881,frozen yogurt food product,NONE
obo.FOODON_03317037,"dessert (no added sugar, flavored, water-based)",NONE
obo.FOODON_03301289,pear nectar,NONE
obo.FOODON_03311875,rice (unhulled),NONE
obo.FOODON_03316603,food concentrate,NONE
obo.FOODON_03308534,north atlantic lobster (raw),NONE
obo.NCBITaxon_7950,Clupea harengus,NONE
obo.FOODON_03305188,noodle (enriched),NONE
obo.FOODON_03309292,inconnu (raw),NONE
obo.FOODON_03411632,oyster mushroom genus,A fruitbody of Pleurotus genus fungus.
obo.FOODON_03309459,chicken vegetable soup mix,NONE
obo.FOODON_03317495,coconut beverage (non-alcoholic),NONE
obo.FOODON_03301268,"black olive (whole, raw)",NONE
obo.FOODON_03309633,lake perch (raw),NONE
obo.FOODON_03305795,ice cream cake roll,NONE
obo.FOODON_03317049,fat-based dessert (no added sugar),NONE
obo.FOODON_03301292,pear puree,NONE
obo.FOODON_00000073,cereal food fines (byproduct),Cereal Food Fines are a byproduct or left-over of breakfast cereal food processing. Usually the source is unknown and sometimes this product is used in low quality dog food.
obo.FOODON_03316615,dessert concentrate,NONE
obo.FOODON_03308819,spring water lobster (raw),NONE
obo.FOODON_03411575,pacific herring,NONE
obo.FOODON_03306295,spinach noodle,NONE
obo.FOODON_03308919,jurel (green jack) (raw),NONE
obo.FOODON_03306538,wild mushroom (whole),NONE
obo.FOODON_03309525,cream of potato-flavor soup mix,NONE
obo.FOODON_03301046,pepper-type beverage (carbonated),NONE
obo.FOODON_00002873,okara,"Okara, soy pulp, or tofu dregs is a pulp consisting of insoluble parts of the soybean that remains after pureed soybeans are filtered in the production of soy milk and tofu"
obo.FOODON_03309721,surgeonfish (raw),NONE
obo.FOODON_00002341,water ice desert food product,NONE
obo.FOODON_03308071,"fish fillet (with skin, raw, breaded, frozen)",NONE
obo.FOODON_03317143,dessert in pressurised container,NONE
obo.FOODON_03301144,cherry juice,NONE
obo.FOODON_03304479,protein flour (blended),NONE
obo.FOODON_03309524,cape spiny lobster meat (canned),NONE
obo.FOODON_03413841,baltic herring,NONE
obo.FOODON_03309154,trevally (raw),NONE
obo.FOODON_03310082,"mushroom (whole, dried)",NONE
obo.FOODON_03311035,"soup mix, with dehydrated beef",NONE
obo.FOODON_03301050,lemon-flavored beverage mix (dry),NONE
obo.FOODON_00002809,edamame,"Edamame is a preparation of immature soybeans in their pods, or with the pod removed. It originates in East Asia cuisine. The pods or beans are boiled or steamed and may be served with salt."
obo.FOODON_03317098,"soft drink concentrate, energy-containing sweetener not added",NONE
obo.FOODON_03311339,"frozen nondairy dessert, chocolate, chilzert",NONE
obo.FOODON_03309727,unicorn filefish (raw),NONE
obo.NCBITaxon_260976,Scardinius graecus,NONE
obo.FOODON_03304282,breakfast (frozen),NONE
obo.FOODON_03303055,cherry cider,NONE
obo.FOODON_03304487,flour middlings,NONE
obo.FOODON_03306704,noodle (french-fried),NONE
obo.FOODON_03308133,deep sea lobster (canned),NONE
obo.FOODON_03411392,sardinella,NONE
obo.FOODON_03307684,"tea (roasted, dry)",NONE
obo.FOODON_03309728,leatherjacket (raw),NONE
obo.FOODON_03308506,mushroom (home-canned),NONE
obo.FOODON_03311036,"soup mix, with dehydrated chicken",NONE
obo.NCBITaxon_89947,Merluccius capensis,NONE
obo.FOODON_03301669,orange-flavored drink,NONE
obo.FOODON_03309664,tofu food product,NONE
obo.FOODON_03317203,"nonnutritive sweetener concentrate, liquid form",NONE
obo.FOODON_03315244,fruit and water ices,NONE
obo.FOODON_03309913,snakehead (raw),NONE
obo.FOODON_03315812,"breakfast, ready",NONE
obo.FOODON_03303064,cherry cider (carbonated),NONE
obo.FOODON_03304488,flour (granular),NONE
obo.FOODON_03306949,shrimp noodle,NONE
obo.FOODON_03304530,"scampi (peeled, quick-frozen)",NONE
obo.NCBITaxon_27697,Sardina pilchardus,NONE
obo.FOODON_03308033,jack (raw),NONE
obo.FOODON_03317124,mushroom (deep-frozen),NONE
obo.FOODON_03316463,soup powder mix,NONE
obo.FOODON_00001684,carp food product,NONE
obo.FOODON_03302112,apple soda,NONE
obo.FOODON_03302945,chili bean made from soy protein,NONE
obo.FOODON_03317204,"nonnutritive sweetener concentrate, tablet form",NONE
obo.FOODON_03316602,fruit ice,NONE
obo.FOODON_03310203,triggerfish (raw),NONE
obo.FOODON_00002897,calamari,"Calamari in english names a variety of dishes made of fried, deep fried or baked squid."
obo.FOODON_03311201,wild cherry juice concentrate,NONE
obo.FOODON_03305211,stone ground flour,NONE
obo.FOODON_03307526,scampi (peeled),NONE
obo.FOODON_03413845,baltic sprat,NONE
obo.FOODON_03308253,chinchard (raw),NONE
obo.FOODON_03304158,barbeque seasoning (dry),NONE
obo.FOODON_00001685,carp or minnow family food product,NONE
obo.FOODON_03302159,imitation strawberry carbonated beverage,NONE
obo.FOODON_03304461,soy malt high protein powder,NONE
obo.FOODON_00002974,thalipeeth bhajani,"Thalipeeth bhajani is multigrain flour mix made of roasted grains and pulses and flavoured with coriander and cumin, and is used to make thalipeeth savoury pancakes."
obo.FOODON_00002382,neri yōkan,"A yokan which has less water added to it during preparation, relative to standard yokan."
obo.FOODON_03310622,minnow (raw),NONE
obo.FOODON_03306957,"noodle (egg, dumpling)",NONE
obo.FOODON_03303345,shrimp chop suey,NONE
obo.FOODON_03303632,prune juice,NONE
obo.FOODON_03307944,tortilla flour,NONE
obo.FOODON_03308421,lobsterette (raw),NONE
obo.FOODON_03308923,jewfish fillet (raw),NONE
obo.FOODON_00003529,chanterelle mushroom,"A fruitbody of a genus of popular edible mushrooms, commonly known as chanterelles, a name which can also refer to the type species, Cantharellus cibarius."
obo.FOODON_03304141,hamburger seasoning mix,NONE
obo.FOODON_00001711,channel catfish food product,NONE
obo.FOODON_03302162,"lemon beverage base (instant, powdered)",NONE
obo.FOODON_03304993,"soybean (whole, roasted)",NONE
obo.FOODON_03315247,beverage mix,NONE
obo.FOODON_00002383,mizu yōkan,"A yokan which has more water added to it during preparation, relative to standard yokan."
obo.FOODON_03311752,cutthroat trout (raw),NONE
obo.FOODON_03308405,"fish fillet (breaded, precooked)",NONE
obo.FOODON_03306963,noodle (japanese-style),NONE
obo.FOODON_03304511,seafood newburg (dish),NONE
obo.FOODON_03304809,prune juice (unsweetened),NONE
obo.FOODON_03312051,flour (mixed grain),NONE
obo.FOODON_03308663,scampi (raw),NONE
obo.NCBITaxon_224711,Opisthonema oglinum,NONE
obo.FOODON_03308931,jewfish (raw),NONE
obo.FOODON_03306444,meatloaf seasoning mix,NONE
obo.FOODON_00001737,cichlid food product,NONE
obo.FOODON_03302164,imitation cherry cola,NONE
obo.FOODON_03306267,soybean powder,NONE
obo.FOODON_00002258,soup mix product,NONE
obo.FOODON_03305374,gelatin fruit salad (artificially sweetened),NONE
obo.FOODON_03411126,pacific salmon,NONE
obo.NCBITaxon_27704,Gobio gobio,NONE
obo.FOODON_03306352,"shrimp (fried, tv dinner, frozen)",NONE
obo.FOODON_03305741,prune juice (made from dried prunes),NONE
obo.FOODON_03316657,flour moulding,NONE
obo.FOODON_03412163,spiny lobster family,NONE
obo.NCBITaxon_259987,Opisthonema libertate,NONE
obo.FOODON_03308251,lumpfish (raw),NONE
obo.FOODON_03307508,barbeque seasoning (liquid),NONE
obo.FOODON_00001751,codling food product,NONE
obo.FOODON_03302166,imitation lemon juice base,NONE
obo.FOODON_03307214,"soybean (whole, oil-roasted)",NONE
obo.FOODON_03302060,seasoning mix,NONE
obo.FOODON_00003158,poultry sandwich,"A poultry sandwich contains chicken, turkey or other poultry meat."
obo.FOODON_03306964,noodle (oriental-style),NONE
obo.FOODON_03307787,shrimp salad,NONE
obo.FOODON_03305756,prune juice (fresh),NONE
obo.FOODON_00001210,wheat flour food product,NONE
obo.FOODON_00002686,spiny lobster,"Spiny lobsters, also known as langustas, langouste, or rock lobsters, are a family (Palinuridae) of about 60 species of achelate crustaceans, in the Decapoda Reptantia. Spiny lobsters are also, especially in Australia, New Zealand, Ireland, South Africa, and the Bahamas, called crayfish, sea crayfish, or crawfish (""kreef"" in South Africa), terms which elsewhere are reserved for freshwater crayfish."
obo.FOODON_03411348,river herring,NONE
obo.FOODON_03315590,lumpfish roe,NONE
obo.FOODON_03307019,pancake or waffle mix,NONE
obo.FOODON_00001766,corvina food product,NONE
obo.FOODON_03302167,orange-flavored beverage syrup,NONE
obo.FOODON_03309662,soybean (finely ground),NONE
obo.FOODON_03306966,noodle (frozen),NONE
obo.FOODON_00003159,seafood sandwich,A seafood sandwich is a sandwich made with fish and/or other seafood ingredients.
obo.FOODON_03308079,hawaiian shrimp with pineapple (dish),NONE
obo.FOODON_03306152,prune juice (concentrated),NONE
obo.FOODON_00001632,barley flour food product,NONE
obo.FOODON_00002211,rose food product,NONE
obo.FOODON_03311203,candy with ground nutmeats,NONE
obo.FOODON_03307228,cookie (whiskey-flavored irish coffee bar),NONE
obo.FOODON_03308482,porgy (raw),NONE
obo.FOODON_03306841,papaya juice (canned),NONE
obo.FOODON_03530147,cheese rind (natural),NONE
obo.FOODON_03316324,fish in oil (salted),NONE
obo.FOODON_03301191,jerusalem artichoke flour,NONE
obo.FOODON_03307117,jam (frozen),NONE
obo.FOODON_03302110,beer (made from concentrate),NONE
obo.FOODON_03411075,palinurid spiny lobster,NONE
obo.FOODON_03411396,menhaden,"Menhaden, also known as mossbunker, bunker and pogy, are forage fish of the genera Brevoortia and Ethmidium, two genera of marine fish in the family Clupeidae."
obo.FOODON_03302236,peppermint drink mix,NONE
obo.FOODON_03317222,lumpfish roe semi-preserved,NONE
obo.FOODON_03309566,tomato soup mix,NONE
obo.FOODON_00001798,cusk food product,NONE
obo.FOODON_03302225,imitation grape-flavored beverage base,NONE
obo.FOODON_03310002,soybean paste,NONE
obo.FOODON_03310638,"noodle (egg, dough)",NONE
obo.FOODON_03307053,frankfurter (in bun),NONE
obo.FOODON_03308367,cantonese lobster (dish),NONE
obo.FOODON_03306164,prune juice (date concentrate added),NONE
obo.FOODON_00004105,flour (bleached),Flour which has been subjected to a bleaching process.
obo.FOODON_03311204,candy with cereal filler,NONE
obo.FOODON_03307363,oatmeal and raspberry soft snack cookie,NONE
obo.FOODON_03309149,porgy fillet (raw),NONE
obo.FOODON_03306846,papaya drink base,NONE
obo.FOODON_03530072,cheese rind (washed or brushed),NONE
obo.FOODON_03310717,fish (fried),NONE
obo.FOODON_00003573,artichoke (whole),An inflorescence of an artichoke plant (Cynara cardunculus var. scolymus).
obo.FOODON_03309974,jam (reduced sugar),NONE
obo.FOODON_03302111,ale,"A type of beer brewed using a warm fermentation method, resulting in a sweet, full-bodied and fruity taste.  Historically, the term referred to a drink brewed without hops."
obo.FOODON_03308178,parker's spiny lobster (raw),NONE
obo.FOODON_03302611,dry food mix (prepared),NONE
obo.FOODON_03317223,lumpfish roe (chilled),NONE
obo.FOODON_03412361,reishi mushroom,A fruitbody of a Ganoderma lingzhi fungus.
obo.FOODON_03315076,"dessert mix, dry",NONE
obo.FOODON_00001807,devilfish food product,NONE
obo.FOODON_03302237,lime drink mix,NONE
obo.FOODON_00001330,tuaw jaew,Fermented vegetable
obo.FOODON_03311079,"noodle (egg, cooked)",NONE
obo.FOODON_00002305,swine sandwich,NONE
obo.FOODON_03317500,fish with red skin (deep-frozen),NONE
obo.FOODON_03303352,beef chow mein,NONE
obo.FOODON_03316789,prune juice (canned),NONE
obo.FOODON_03306589,cereal flour,NONE
obo.FOODON_00002367,wood apple food product,NONE
obo.FOODON_03316444,candy type product (compressed),NONE
obo.FOODON_03302850,chocolate chip cookie,NONE
obo.FOODON_03309152,australian sea bream (raw),NONE
obo.FOODON_03304866,papaya syrup concentrate,NONE
obo.FOODON_03530073,cheese rind (moldy),NONE
obo.FOODON_03316884,fish (grilled),NONE
obo.FOODON_03301279,plum (canned),NONE
obo.FOODON_03315981,jam (energy-reduced),NONE
obo.FOODON_03302113,beer (light),NONE
obo.FOODON_03308371,louisiana spiny lobster (raw),NONE
obo.NCBITaxon_373995,Tenualosa ilisha,"A species of fish related to the herring, in the Clupeidae family. It is a very popular and sought-after food fish in South Asia. It is Bangladesh's national fish."
obo.FOODON_03304348,"marlin (cured, smoked)",NONE
obo.FOODON_03315400,custard mix,NONE
obo.FOODON_00001820,dolphinfish food product,A product deriving from mahi-mahi or common dolphinfish (Coryphaena hippurus) also widely called dorado and dolphin.
obo.FOODON_03302257,fruit punch-flavored beverage syrup,NONE
obo.FOODON_00002870,nattō,Nattō is a traditional Japanese food made from soybeans that have been fermented with Bacillus subtilis var. natto.  Some eat it as a breakfast food.
obo.FOODON_03316958,"noodle (egg, vegetable)",NONE
obo.FOODON_03303885,hoagie sandwich,NONE
obo.NCBITaxon_30962,Oncorhynchus clarkii,NONE
obo.NCBITaxon_27717,Tinca tinca,NONE
obo.FOODON_03303353,chicken chow mein,NONE
obo.FOODON_03305468,"grapefruit drink (cherry-flavored, artificially colored)",NONE
obo.FOODON_03316601,flour (baking),NONE
obo.FOODON_00001140,fruit juice food product,NONE
obo.FOODON_03317023,confectionery jelly product,NONE
obo.FOODON_03302612,butter sauce seasoning mix,NONE
obo.FOODON_03302851,imitation lemon-flavored cookie,NONE
obo.FOODON_03309163,red porgy (raw),NONE
obo.FOODON_03305180,papaya ball (canned),NONE
obo.FOODON_03530148,cheese rind (artificial),NONE
obo.FOODON_03310683,fish cake (raw),NONE
obo.FOODON_03301412,prune butter,NONE
obo.FOODON_03316063,jam extra,NONE
obo.FOODON_03308535,spiny lobster tail (raw),NONE
obo.FOODON_03309567,marlin (raw),NONE
obo.FOODON_03302932,salt block for livestock,NONE
obo.FOODON_03411918,dolphinfish family,NONE
obo.FOODON_03302260,imitation flavored fountain syrup base,NONE
obo.FOODON_00001050,tempeh food product,A food product having tempeh as a defining ingredient
obo.FOODON_03316960,"noodle (egg, vegetable, enriched)",NONE
obo.FOODON_03304578,barbeque sandwich,NONE
obo.FOODON_03301156,"fish (freshwater, raw)",NONE
obo.FOODON_03311099,pork chow mein,NONE
obo.FOODON_00001816,diluted orange beverage,NONE
obo.FOODON_03317644,flour (protein-increased),NONE
obo.FOODON_03307399,walleye (raw),NONE
obo.FOODON_00001723,chewing gum food product,NONE
obo.FOODON_03302706,chicken tetrazzini mix,NONE
obo.FOODON_03303138,cookie (lemon-flavored puff),NONE
obo.FOODON_03308887,sheepshead (raw),NONE
obo.FOODON_03305292,papaya (canned),NONE
obo.FOODON_00001920,grape spread or sauce,NONE
obo.FOODON_03307809,fish stick (frozen),NONE
obo.FOODON_03306026,plum nectar (canned),NONE
obo.FOODON_03316568,jam (in thermally formed packaging),NONE
obo.FOODON_03308795,pacific crayfish (raw),NONE
obo.FOODON_03309108,milkfish (raw),NONE
obo.FOODON_03306222,seasoning salt,NONE
obo.FOODON_03302264,grape drink beverage base,NONE
obo.FOODON_00001070,miso food product,"A food produced by fermenting rice, barley and/or soybeans, with salt and the mold koji-kin (Aspergillus oryzae)."
obo.FOODON_03316962,"noodle (egg, wheat, and soy)",NONE
obo.FOODON_03304667,sausage and biscuit sandwich,NONE
obo.FOODON_03308040,fish (defrosted),NONE
obo.FOODON_00002985,tuna tataki,A tataki made primarily with tuna.
obo.FOODON_03301100,orange drink,NONE
obo.FOODON_00003394,barley seed (whole),A caryopsis fruit of a barley plant (Hordeum vulgare subsp. vulgare).
obo.FOODON_03303890,glaze for cake (artificially colored),NONE
obo.FOODON_03303144,garibaldi cookie,NONE
obo.FOODON_03308643,pufferfish (raw),NONE
obo.FOODON_03305394,papain (freeze-dried),NONE
obo.FOODON_03304652,mixed fruit spread,NONE
obo.FOODON_03308076,fish stick (precooked),NONE
obo.FOODON_00002656,food (puffed),NONE
obo.FOODON_03306892,preserved plum,NONE
obo.FOODON_03301188,artichoke heart,NONE
obo.FOODON_03412004,perch family,NONE
obo.FOODON_03309622,striped spiny lobster (raw),NONE
obo.NCBITaxon_997025,Nematalosa vlaminghi,NONE
obo.FOODON_03309109,salmon herring,NONE
obo.FOODON_03304756,salt (butter-flavored),NONE
obo.FOODON_03302265,beverage syrup concentrate,NONE
obo.FOODON_03310004,soybean mass (fermented),NONE
obo.FOODON_03301819,chow mein noodle (canned),NONE
obo.FOODON_03304761,meat sandwich,NONE
obo.FOODON_03308446,albacore (raw),NONE
obo.FOODON_00003235,meat brochette,A small skewer of meat
obo.FOODON_03301630,lemonade,NONE
obo.FOODON_03302783,"imitation catsup mix (artificially sweetened, dry)",NONE
obo.FOODON_03304619,chocolate-flavored coating for ice cream bar,NONE
obo.FOODON_03304413,coconut bar cookie (artificially sweetened),NONE
obo.FOODON_03309119,blow fish (raw),NONE
obo.FOODON_03306838,papaya (dehydrated),NONE
obo.FOODON_03307114,cherry spread,NONE
obo.FOODON_03308383,fish stick (french-fried),NONE
obo.FOODON_03309487,greengage plum (candied),NONE
obo.FOODON_03301208,artichoke heart (quartered),NONE
obo.FOODON_03317051,jam (with no added sugar),NONE
obo.FOODON_03316982,beer (low alcohol),NONE
obo.FOODON_03316739,lobster (quick-frozen),NONE
obo.FOODON_03413862,galathea gizzard shad,NONE
obo.FOODON_03311723,milkfish in oil canned,NONE
obo.FOODON_03305008,salt (iodized),NONE
obo.NCBITaxon_34814,Coryphaena hippurus,"The mahi-mahi or common dolphinfish (Coryphaena hippurus) is a surface-dwelling ray-finned fish found in off-shore temperate, tropical, and subtropical waters worldwide. Also widely called dorado and dolphin, it is one of two members of the Coryphaenidae family, the other being the pompano dolphinfish."
obo.FOODON_03302271,gatorade soft drink,NONE
obo.FOODON_03310005,soybean paste (fermented),NONE
obo.FOODON_03303354,chow mein noodle,"Chow mein in Chinese and Chinese English are stir-fried noodles, the name being the romanization of the Taishanese chāu-mèing."
obo.FOODON_03307781,chicken and turkey salad sandwich,NONE
obo.FOODON_03308678,"fish flesh (gill area, raw)",NONE
obo.FOODON_03307834,"paella valenciana (dish, precooked, frozen)","Paella valenciana is the traditional paella of the Valencia region, believed to be the original recipe."
obo.FOODON_00002710,"cow lung (whole, raw)",A whole raw cow lung is a whole lung organ obtained from a cow during a butchery process.
obo.FOODON_03303570,lemon squash beverage,NONE
obo.FOODON_03302792,imitation catsup mix (dry),NONE
obo.FOODON_00002108,pectin producing plant fruit food product,NONE
obo.FOODON_03304724,confectionery coating,NONE
obo.FOODON_03305157,oatmeal cookie,NONE
obo.FOODON_03309725,puffer roe pickled in rice bran,NONE
obo.FOODON_03306843,papaya concentrate,NONE
obo.FOODON_03309033,fish stick in armoricaine sauce,NONE
obo.FOODON_03311603,plum juice,NONE
obo.FOODON_03301369,globe artichoke (raw),NONE
obo.FOODON_03317156,jam (energy-containing sweetener not added),NONE
obo.FOODON_03317539,beer with a second fermentation in cask,NONE
obo.FOODON_03308376,giant freshwater prawn (raw),NONE
obo.NCBITaxon_1300979,Nematalosa come,NONE
obo.FOODON_03302984,paddlefish roe (raw),NONE
obo.FOODON_03411635,shiitake mushroom,A fruitbody of a Lentinula edodes fungus.
obo.FOODON_03309467,salt (low sodium),NONE
obo.FOODON_00001826,eel food product,NONE
obo.FOODON_03302295,chocolate-flavored carbonated beverage,NONE
obo.FOODON_03310022,soybean-koji,NONE
obo.FOODON_03304266,butter and egg noodle (new england-style),NONE
obo.FOODON_03309508,hero sandwich,NONE
obo.FOODON_03308679,fish tail (raw),NONE
obo.FOODON_03311857,lamb rennet paste,NONE
obo.FOODON_00002658,food (textured),"Food products manufactured from various nutritional components made to resemble conventional protein-source foods in texture such as meat, seafood, or poultry."
obo.FOODON_03304914,granadilla squash beverage,NONE
obo.FOODON_03306040,barley malt,NONE
obo.FOODON_03302835,yellow cake mix,NONE
obo.FOODON_03306214,confectioner's glaze,NONE
obo.FOODON_03305722,brown sugar cookie,NONE
obo.FOODON_03301094,"sablefish (cured, smoked)",NONE
obo.FOODON_03306844,papaya pulp and juice,NONE
obo.FOODON_03307158,"fruit spread (frozen, uncooked)",NONE
obo.FOODON_03310716,fish paste (fried),NONE
obo.FOODON_03316417,jam (plum),NONE
obo.FOODON_03304593,artichoke (canned),NONE
obo.FOODON_03317536,jam (made with sulfite fruit),NONE
obo.FOODON_00001064,bottled beer food product,NONE
obo.FOODON_03411163,palaemonid shrimp family,"*Palaemonidae* is a family of shrimp in the order Decapoda. Two subfamilies are distinguished: *Palaemoninae* and *Pontoniinae*. *Palaemoninae* are mainly carnivores that eat small invertebrates and can be found in any aquatic habitat except the deep sea. The most significant genus is *Macrobrachium*, which contains commercially fished species. *Pontoniinae* inhabit coral reefs [https://en.wikipedia.org/wiki/Palaemonidae]"
obo.NCBITaxon_568884,Nematalosa nasus,NONE
obo.FOODON_03309138,paddlefish (raw),NONE
obo.FOODON_03309536,salt (fortified),NONE
obo.FOODON_00001862,flying fish food product,NONE
obo.FOODON_03302392,orangeade drink mix (powdered),NONE
obo.FOODON_03315359,twoenjang,NONE
obo.FOODON_03306200,gluten noodle,NONE
obo.FOODON_03304750,cheddar cheese sandwich,NONE
obo.FOODON_03309141,alaska pollock (raw),NONE
obo.FOODON_00001237,natural (animal-derived) rennet food product,"A natural complex of enzymes produced in any mammalian stomach  to digest the mother's milk, and is often used in the production of cheese. Rennet contains many enzymes, including a proteolytic enzyme (protease) that coagulates the milk, causing it to separate into solids (curds) and liquid (whey)."
obo.FOODON_03305177,lemon and lime drink,NONE
obo.FOODON_03301018,barley malt powder,NONE
obo.FOODON_03303618,cocktail mix (nonalcoholic),NONE
obo.FOODON_00001066,bottled fruit food product,NONE
obo.FOODON_03315710,confectionery glaze for nut-based snack foods,NONE
obo.FOODON_03311378,lemon cookie,NONE
obo.FOODON_03304588,black cod (barbequed),NONE
obo.FOODON_03306845,papaya concentrate (nonnutritively sweetened),NONE
