389,T12,example,206,217,heavy cream,http://purl.obolibrary.org/obo/FOODON_03310795,heavy cream
389,T13,example,219,227,soy milk,NONE,NONE
389,T14,process,32,46,freshly ground,NONE,NONE
389,T15,food_product_with_unit,47,53,coffee,NONE,NONE
389,T4,example,62,91,a full-bodied Breakfast Blend,NONE,NONE
389,T16,physical_quality,0,8,filtered,NONE,NONE
389,T17,food_product_without_unit_uncountable,9,14,water,NONE,NONE
358,T1,unit,30,35,ounce,NONE,NONE
358,T2,unit,89,92,cup,NONE,NONE
358,T3,unit,114,117,cup,NONE,NONE
358,T4,quantity,0,1,1,NONE,NONE
358,T5,quantity,25,26,1,NONE,NONE
358,T6,quantity,28,29,1,NONE,NONE
358,T7,quantity,85,88,1⁄2,NONE,NONE
358,T8,quantity,110,113,1⁄2,NONE,NONE
358,T9,unit,37,44,package,NONE,NONE
358,T10,unit,2,4,lb,NONE,NONE
358,T11,food_product_with_unit,17,24,chicken,http://purl.obolibrary.org/obo/FOODON_03411457,chicken
358,T12,process,10,16,ground,NONE,NONE
358,T13,diet,5,9,lean,NONE,NONE
358,T14,food_product_with_unit,45,63,ranch dressing mix,NONE,NONE
358,T15,trade_name,70,83,Hidden Valley,NONE,NONE
358,T16,physical_quality,93,98,fresh,NONE,NONE
358,T17,food_product_with_unit,118,126,mushroom,NONE,NONE
358,T18,process,128,140,chopped fine,http://purl.obolibrary.org/obo/FOODON_03305813,apple (finely chopped)
358,T19,food_product_with_unit,99,109,breadcrumb,NONE,NONE
98,T1,food_product_with_unit,141,147,butter,http://purl.obolibrary.org/obo/FOODON_03310351,butter
98,T2,unit,70,73,cup,NONE,NONE
98,T3,unit,137,140,cup,NONE,NONE
98,T4,quantity,127,136,1⁄4 - 1⁄2,NONE,NONE
98,T5,quantity,62,69,1⁄2 - 1,NONE,NONE
98,T6,quantity,43,44,1,NONE,NONE
98,T7,quantity,36,37,2,NONE,NONE
98,T8,quantity,0,1,2,NONE,NONE
98,T9,food_product_without_unit_countable,2,9,chicken,http://purl.obolibrary.org/obo/FOODON_03411457,chicken
98,T10,part,10,17,breasts,NONE,NONE
98,T11,process,19,35,thinly flattened,NONE,NONE
98,T12,food_product_without_unit_countable,38,42,eggs,NONE,NONE
98,T13,unit,45,55,tablespoon,NONE,NONE
98,T14,food_product_with_unit,56,61,water,NONE,NONE
98,T15,food_product_with_unit,74,95,seasoned bread crumbs,NONE,NONE
98,T16,quantity,99,104,1/2-1,NONE,NONE
98,T17,unit,105,108,cup,NONE,NONE
98,T18,food_product_with_unit,109,126,panko breadcrumbs,NONE,NONE
413,T1,unit,17,20,cup,NONE,NONE
413,T2,unit,37,40,cup,NONE,NONE
413,T3,unit,95,103,teaspoon,NONE,NONE
413,T4,unit,124,127,cup,NONE,NONE
413,T5,unit,152,156,cups,NONE,NONE
413,T6,quantity,0,1,3,NONE,NONE
413,T7,quantity,13,16,1/2,NONE,NONE
413,T8,quantity,33,36,1/2,NONE,NONE
413,T9,quantity,93,94,1,NONE,NONE
413,T10,quantity,120,123,1/2,NONE,NONE
413,T11,quantity,146,151,2 1/2,NONE,NONE
413,T12,food_product_with_unit,104,119,vanilla extract,http://purl.obolibrary.org/obo/FOODON_03316764,vanilla bean extract
413,T13,food_product_with_unit,128,145,all-purpose flour,http://purl.obolibrary.org/obo/FOODON_03304534,wheat flour (all purpose)
413,T14,taste,157,166,sweetened,NONE,NONE
413,T15,food_product_with_unit,167,181,coconut flakes,http://purl.obolibrary.org/obo/FOODON_03305627,coconut (flaked)
413,T16,food_product_with_unit,41,51,corn syrup,http://purl.obolibrary.org/obo/FOODON_03301061,corn syrup
413,T17,color,53,59,golden,NONE,NONE
413,T18,color,21,26,white,http://purl.obolibrary.org/obo/FOODON_03411640,whiting
413,T19,food_product_with_unit,27,32,sugar,http://purl.obolibrary.org/obo/FOODON_03420108,sugar
413,T20,food_product_without_unit_countable,2,5,egg,NONE,NONE
413,T21,part,6,12,whites,http://purl.obolibrary.org/obo/FOODON_03411640,whiting
73,T1,unit,9,12,box,NONE,NONE
73,T2,quantity,0,1,1,NONE,NONE
73,T3,quantity,35,39,4 -6,NONE,NONE
73,T4,unit,40,43,lbs,NONE,NONE
73,T5,unit,5,7,lb,NONE,NONE
73,T6,quantity,3,4,3,NONE,NONE
73,T7,food_product_with_unit,23,34,kosher salt,NONE,NONE
73,T8,trade_name,16,22,morton,NONE,NONE
73,T9,food_product_with_unit,44,59,prime rib roast,NONE,NONE
132,T1,unit,2,6,cups,NONE,NONE
132,T2,unit,61,69,teaspoon,NONE,NONE
132,T3,unit,77,80,cup,NONE,NONE
132,T4,unit,95,105,tablespoon,NONE,NONE
132,T5,unit,129,137,teaspoon,NONE,NONE
132,T6,unit,151,154,cup,NONE,NONE
132,T7,unit,170,178,teaspoon,NONE,NONE
132,T8,quantity,0,1,2,NONE,NONE
132,T9,quantity,59,60,1,NONE,NONE
132,T10,quantity,75,76,1,NONE,NONE
132,T11,quantity,93,94,1,NONE,NONE
132,T12,quantity,127,128,1,NONE,NONE
132,T13,quantity,149,150,1,NONE,NONE
132,T14,quantity,166,169,1/2,NONE,NONE
132,T15,food_product_with_unit,179,190,baking soda,http://purl.obolibrary.org/obo/FOODON_00002385,baking soda product
132,T16,food_product_with_unit,160,165,water,NONE,NONE
132,T17,physical_quality,155,159,warm,NONE,NONE
132,T18,food_product_with_unit,138,148,cane sugar,http://purl.obolibrary.org/obo/FOODON_03301348,cane sugar
132,T19,food_product_with_unit,106,118,active yeast,NONE,NONE
132,T20,physical_quality,120,125,dried,NONE,NONE
132,T21,food_product_with_unit,81,85,milk,http://purl.obolibrary.org/obo/UBERON_0001913,milk
132,T22,physical_quality,87,91,warm,NONE,NONE
132,T23,food_product_with_unit,70,74,salt,NONE,NONE
132,T24,food_product_with_unit,7,24,all purpose flour,http://purl.obolibrary.org/obo/FOODON_03304534,wheat flour (all purpose)
132,T25,possible_substitute,41,57,half bread flour,http://purl.obolibrary.org/obo/FOODON_03304043,bread flour
495,T1,unit,34,42,teaspoon,NONE,NONE
495,T2,unit,57,65,teaspoon,NONE,NONE
495,T3,unit,75,83,teaspoon,NONE,NONE
495,T4,unit,114,122,teaspoon,NONE,NONE
495,T5,unit,135,143,teaspoon,NONE,NONE
495,T6,quantity,0,1,2,NONE,NONE
495,T7,quantity,24,27,3/4,NONE,NONE
495,T8,quantity,32,33,1,NONE,NONE
495,T9,quantity,53,56,1⁄2,NONE,NONE
495,T10,quantity,71,74,1⁄8,NONE,NONE
495,T11,quantity,110,113,1⁄8,NONE,NONE
495,T12,quantity,131,134,1⁄8,NONE,NONE
495,T13,process,84,96,fresh ground,NONE,NONE
495,T14,color,97,102,black,NONE,NONE
495,T15,food_product_with_unit,103,109,pepper,http://purl.obolibrary.org/obo/FOODON_00003520,pepper (whole)
495,T16,food_product_with_unit,123,130,cayenne,NONE,NONE
495,T17,food_product_with_unit,144,152,cinnamon,http://purl.obolibrary.org/obo/FOODON_03301175,cinnamon
495,T18,food_product_with_unit,66,70,salt,NONE,NONE
495,T19,food_product_with_unit,43,52,olive oil,http://purl.obolibrary.org/obo/FOODON_03301826,olive oil
495,T20,physical_quality,2,7,small,NONE,NONE
495,T21,taste,8,13,sweet,http://purl.obolibrary.org/obo/FOODON_03316428,sweets
495,T22,food_product_without_unit_countable,14,22,potatoes,http://purl.obolibrary.org/obo/FOODON_03315354,potato (whole)
495,T23,unit,28,30,lb,NONE,NONE
517,T1,unit,2,5,lbs,NONE,NONE
517,T2,unit,46,57,tablespoons,NONE,NONE
517,T3,quantity,0,1,5,NONE,NONE
517,T4,quantity,21,24,1⁄2,NONE,NONE
517,T5,quantity,34,37,1⁄2,NONE,NONE
517,T6,quantity,44,45,2,NONE,NONE
517,T7,unit,25,27,lb,NONE,NONE
517,T8,food_product_with_unit,28,33,bacon,http://purl.obolibrary.org/obo/FOODON_03315865,bacon side
517,T9,food_product_with_unit,6,20,collard greens,http://purl.obolibrary.org/obo/FOODON_03311633,collard greens (canned)
517,T10,food_product_without_unit_countable,38,43,onion,http://purl.obolibrary.org/obo/FOODON_03316347,onion (whole)
517,T11,food_product_with_unit,58,77,apple cider vinegar,http://purl.obolibrary.org/obo/FOODON_03307916,cider vinegar
517,T12,food_product_without_unit_uncountable,78,82,salt,NONE,NONE
517,T13,food_product_without_unit_uncountable,87,93,pepper,http://purl.obolibrary.org/obo/FOODON_00003520,pepper (whole)
42,T1,unit,2,5,cup,NONE,NONE
42,T2,quantity,0,1,1,NONE,NONE
42,T4,food_product_with_unit,6,23,all purpose flour,http://purl.obolibrary.org/obo/FOODON_03304534,wheat flour (all purpose)
42,T5,quantity,24,29,1 1/2,NONE,NONE
42,T6,unit,30,39,teaspoons,NONE,NONE
42,T7,food_product_with_unit,40,53,baking powder,http://purl.obolibrary.org/obo/FOODON_03301940,baking powder
42,T8,unit,56,59,cup,NONE,NONE
42,T9,unit,80,83,cup,NONE,NONE
42,T10,food_product_without_unit_countable,107,111,eggs,NONE,NONE
42,T11,food_product_with_unit,84,104,confectioners' sugar,http://purl.obolibrary.org/obo/FOODON_03304315,confectioner's sugar
42,T12,quantity,78,79,1,NONE,NONE
42,T13,quantity,54,55,1,NONE,NONE
42,T14,food_product_with_unit,60,66,butter,http://purl.obolibrary.org/obo/FOODON_03310351,butter
42,T15,process,68,76,softened,NONE,NONE
42,T16,quantity,105,106,2,NONE,NONE
42,T17,physical_quality,113,129,room temperature,NONE,NONE
42,T18,unit,133,141,teaspoon,NONE,NONE
42,T19,quantity,131,132,1,NONE,NONE
42,T20,quantity,158,161,1/2,NONE,NONE
42,T21,unit,162,165,cup,NONE,NONE
42,T22,food_product_with_unit,166,170,milk,http://purl.obolibrary.org/obo/UBERON_0001913,milk
42,T23,physical_quality,172,188,room temperature,NONE,NONE
42,T24,food_product_with_unit,142,157,vanilla extract,http://purl.obolibrary.org/obo/FOODON_03316764,vanilla bean extract
56,T1,unit,149,157,teaspoon,NONE,NONE
56,T2,food_product_with_unit,158,165,vanilla,NONE,NONE
56,T3,quantity,147,148,1,NONE,NONE
56,T4,food_product_with_unit,142,146,salt,NONE,NONE
56,T5,unit,136,141,pinch,NONE,NONE
56,T6,quantity,134,135,1,NONE,NONE
56,T7,food_product_without_unit_countable,129,133,eggs,NONE,NONE
56,T8,quantity,127,128,5,NONE,NONE
56,T9,unit,116,119,cup,NONE,NONE
56,T10,food_product_with_unit,120,126,butter,http://purl.obolibrary.org/obo/FOODON_03310351,butter
56,T11,quantity,114,115,1,NONE,NONE
56,T12,food_product_with_unit,108,113,sugar,http://purl.obolibrary.org/obo/FOODON_03420108,sugar
56,T13,unit,103,107,cups,NONE,NONE
56,T14,quantity,97,102,1 1/3,NONE,NONE
56,T15,unit,51,57,ounces,NONE,NONE
56,T16,unit,2,8,ounces,NONE,NONE
56,T17,taste,58,68,semi-sweet,NONE,NONE
56,T18,food_product_with_unit,69,78,chocolate,http://purl.obolibrary.org/obo/FOODON_03307240,chocolate
56,T19,process,80,95,roughly chopped,NONE,NONE
56,T20,quantity,49,50,4,NONE,NONE
56,T21,quantity,0,1,8,NONE,NONE
56,T22,taste,9,20,unsweetened,NONE,NONE
56,T23,food_product_with_unit,21,30,chocolate,http://purl.obolibrary.org/obo/FOODON_03307240,chocolate
56,T24,process,32,47,roughly chopped,NONE,NONE
329,T1,unit,4,9,grams,NONE,NONE
329,T2,quantity,0,3,450,NONE,NONE
329,T3,quantity,29,30,2,NONE,NONE
329,T4,quantity,65,67,75,NONE,NONE
329,T5,quantity,103,105,50,NONE,NONE
329,T6,quantity,125,126,2,NONE,NONE
329,T7,quantity,132,135,225,NONE,NONE
329,T8,food_product_without_unit_countable,31,44,baking powder,http://purl.obolibrary.org/obo/FOODON_03301940,baking powder
329,T9,food_product_with_unit,10,28,self raising flour,NONE,NONE
329,T10,unit,46,63,rounded teaspoons,NONE,NONE
329,T11,unit,68,73,grams,NONE,NONE
329,T12,food_product_with_unit,74,80,butter,http://purl.obolibrary.org/obo/FOODON_03310351,butter
329,T13,physical_quality,82,101,at room temperature,NONE,NONE
329,T14,unit,106,111,grams,NONE,NONE
329,T15,food_product_without_unit_countable,127,131,eggs,NONE,NONE
329,T16,food_product_with_unit,112,124,caster sugar,NONE,NONE
329,T17,unit,136,147,milliliters,NONE,NONE
329,T18,food_product_with_unit,148,152,milk,http://purl.obolibrary.org/obo/UBERON_0001913,milk
232,T1,unit,2,6,cups,NONE,NONE
232,T2,unit,59,62,cup,NONE,NONE
232,T3,unit,81,84,cup,NONE,NONE
232,T4,quantity,0,1,2,NONE,NONE
232,T9,quantity,95,96,3,NONE,NONE
232,T10,unit,97,103,quarts,NONE,NONE
232,T11,food_product_with_unit,104,109,water,NONE,NONE
232,T5,quantity,49,58,1⁄4 - 1⁄2,NONE,NONE
232,T6,food_product_with_unit,63,69,butter,http://purl.obolibrary.org/obo/FOODON_03310351,butter
232,T12,food_product_with_unit,85,94,margarine,http://purl.obolibrary.org/obo/FOODON_03301672,margarine
232,T7,quantity,73,80,1/4-1/2,NONE,NONE
232,T8,food_product_with_unit,7,11,rice,NONE,NONE
232,T14,purpose,111,126,to cook rice in,NONE,NONE
568,T1,unit,2,7,fl oz,NONE,NONE
568,T2,unit,20,22,oz,NONE,NONE
568,T3,quantity,0,1,6,NONE,NONE
568,T4,quantity,18,19,1,NONE,NONE
568,T5,quantity,35,36,2,NONE,NONE
568,T6,physical_quality,37,42,whole,http://purl.obolibrary.org/obo/FOODON_00002387,an
568,T7,food_product_without_unit_countable,43,55,strawberries,http://purl.obolibrary.org/obo/FOODON_00003443,strawberry (whole)
568,T8,food_product_with_unit,23,34,mango juice,NONE,NONE
568,T9,food_product_with_unit,8,17,champagne,http://purl.obolibrary.org/obo/FOODON_03301564,champagne
464,T1,unit,2,13,tablespoons,NONE,NONE
464,T2,unit,26,32,ounces,NONE,NONE
464,T3,unit,54,60,ounces,NONE,NONE
464,T4,unit,79,85,ounces,NONE,NONE
464,T5,quantity,0,1,3,NONE,NONE
464,T6,quantity,21,25,10.5,NONE,NONE
464,T7,quantity,51,53,12,NONE,NONE
464,T8,quantity,76,78,12,NONE,NONE
464,T9,color,61,67,golden,NONE,NONE
464,T10,food_product_with_unit,68,75,grahams,NONE,NONE
464,T11,physical_quality,33,37,mini,NONE,NONE
464,T12,food_product_with_unit,38,50,marshmallows,http://purl.obolibrary.org/obo/FOODON_03305639,marshmallow
464,T13,food_product_with_unit,86,106,milk chocolate chips,http://purl.obolibrary.org/obo/FOODON_03302806,milk chocolate
464,T14,food_product_with_unit,14,20,butter,http://purl.obolibrary.org/obo/FOODON_03310351,butter
330,T1,unit,29,39,tablespoon,NONE,NONE
330,T2,unit,56,66,tablespoon,NONE,NONE
330,T3,unit,100,111,tablespoons,NONE,NONE
330,T4,quantity,0,1,2,NONE,NONE
330,T5,quantity,25,28,1/2,NONE,NONE
330,T7,quantity,98,99,3,NONE,NONE
330,T8,food_product_with_unit,40,53,Dijon mustard,http://purl.obolibrary.org/obo/FOODON_03306361,mustard (dijon)
330,T9,unit,2,8,cloves,http://purl.obolibrary.org/obo/FOODON_00003793,clove (whole)
330,T10,food_product_with_unit,9,15,garlic,NONE,NONE
330,T11,food_product_with_unit,67,78,lemon juice,http://purl.obolibrary.org/obo/FOODON_03305428,lemon juice
330,T14,food_product_without_unit_uncountable,135,139,salt,NONE,NONE
330,T15,quantity,141,149,to taste,NONE,NONE
330,T17,color,158,163,black,NONE,NONE
330,T18,food_product_without_unit_uncountable,164,170,pepper,http://purl.obolibrary.org/obo/FOODON_00003520,pepper (whole)
330,T19,quantity,181,189,to taste,NONE,NONE
330,T20,physical_quality,112,124,extra-virgin,NONE,NONE
330,T21,food_product_with_unit,125,134,olive oil,http://purl.obolibrary.org/obo/FOODON_03301826,olive oil
330,T22,process,17,23,minced,NONE,NONE
339,T1,unit,3,7,cups,NONE,NONE
339,T2,unit,39,42,cup,NONE,NONE
339,T3,unit,62,72,tablespoon,NONE,NONE
339,T4,quantity,0,2,10,NONE,NONE
339,T5,quantity,35,38,3/4,NONE,NONE
339,T6,quantity,60,61,1,NONE,NONE
339,T7,color,43,53,dark brown,NONE,NONE
339,T8,food_product_with_unit,54,59,sugar,http://purl.obolibrary.org/obo/FOODON_03420108,sugar
339,T9,food_product_with_unit,73,81,cinnamon,http://purl.obolibrary.org/obo/FOODON_03301175,cinnamon
339,T10,food_product_with_unit,8,14,apples,http://purl.obolibrary.org/obo/FOODON_00002391,apple must
339,T11,process,16,21,cored,NONE,NONE
339,T12,process,26,33,chopped,NONE,NONE
106,T1,quantity,0,1,2,NONE,NONE
106,T2,quantity,16,18,30,NONE,NONE
106,T3,quantity,65,66,5,NONE,NONE
106,T4,quantity,81,84,150,NONE,NONE
106,T7,quantity,118,121,1/2,NONE,NONE
106,T8,quantity,134,137,1/2,NONE,NONE
106,T9,quantity,151,154,1/2,NONE,NONE
106,T11,unit,2,10,handfuls,NONE,NONE
106,T12,food_product_with_unit,11,15,kale,NONE,NONE
106,T13,unit,19,24,grams,NONE,NONE
106,T14,unit,67,72,grams,NONE,NONE
106,T15,unit,85,90,grams,NONE,NONE
106,T16,food_product_with_unit,128,133,apple,http://purl.obolibrary.org/obo/FOODON_00002391,apple must
106,T17,color,122,127,green,NONE,NONE
106,T18,food_product_without_unit_countable,138,143,lemon,http://purl.obolibrary.org/obo/FOODON_03315104,lemon (whole)
106,T19,process,144,150,juiced,NONE,NONE
106,T20,food_product_with_unit,155,168,matcha powder,NONE,NONE
106,T21,food_product_with_unit,25,31,rocket,NONE,NONE
106,T22,food_product_with_unit,73,80,parsley,NONE,NONE
106,T23,food_product_with_unit,91,97,celery,NONE,NONE
106,T24,color,99,104,green,NONE,NONE
106,T25,unit,110,116,stalks,NONE,NONE
106,T5,quantity,106,109,2-3,NONE,NONE
106,T6,unit,170,179,level tsp,NONE,NONE
106,T10,food_product_with_unit,56,63,arugula,NONE,NONE
282,T1,unit,58,61,cup,NONE,NONE
282,T2,unit,77,80,cup,NONE,NONE
282,T3,unit,103,114,tablespoons,NONE,NONE
282,T4,unit,133,144,tablespoons,NONE,NONE
282,T5,quantity,0,2,20,NONE,NONE
282,T6,quantity,19,22,1⁄2,NONE,NONE
282,T7,quantity,54,57,1⁄2,NONE,NONE
282,T8,quantity,73,76,1⁄3,NONE,NONE
282,T9,quantity,101,102,3,NONE,NONE
282,T10,quantity,131,132,2,NONE,NONE
282,T11,physical_quality,145,150,fresh,NONE,NONE
282,T12,food_product_with_unit,151,158,parsley,NONE,NONE
282,T13,physical_quality,160,167,snipped,NONE,NONE
282,T14,physical_quality,171,176,dried,NONE,NONE
282,T15,food_product_with_unit,151,158,parsley,NONE,NONE
282,T16,food_product_with_unit,115,130,parmesan cheese,http://purl.obolibrary.org/obo/FOODON_00003247,parmesan cheese
282,T17,food_product_with_unit,62,72,mayonnaise,http://purl.obolibrary.org/obo/FOODON_03301440,mayonnaise
282,T18,process,81,88,chopped,NONE,NONE
282,T19,food_product_with_unit,95,100,onion,http://purl.obolibrary.org/obo/FOODON_03316347,onion (whole)
282,T20,color,89,94,green,NONE,NONE
282,T21,unit,23,25,lb,NONE,NONE
282,T22,food_product_with_unit,26,31,bacon,http://purl.obolibrary.org/obo/FOODON_03315865,bacon side
282,T23,process,33,39,cooked,NONE,NONE
282,T24,process,44,52,crumbled,NONE,NONE
282,T25,food_product_without_unit_countable,3,18,cherry tomatoes,NONE,NONE
369,T1,unit,20,31,tablespoons,NONE,NONE
369,T2,unit,54,64,tablespoon,NONE,NONE
369,T3,unit,103,106,cup,NONE,NONE
369,T4,unit,132,143,tablespoons,NONE,NONE
369,T5,quantity,0,1,4,NONE,NONE
369,T6,quantity,18,19,2,NONE,NONE
369,T7,quantity,52,53,1,NONE,NONE
369,T8,quantity,99,102,1⁄4,NONE,NONE
369,T9,quantity,130,131,2,NONE,NONE
369,T10,food_product_with_unit,32,38,butter,http://purl.obolibrary.org/obo/FOODON_03310351,butter
369,T11,process,40,46,melted,NONE,NONE
369,T12,food_product_without_unit_countable,2,17,baking potatoes,http://purl.obolibrary.org/obo/FOODON_03302196,"potato (whole, baked)"
369,T13,physical_quality,65,70,fresh,NONE,NONE
369,T14,food_product_with_unit,71,78,parsley,NONE,NONE
369,T15,process,80,87,chopped,NONE,NONE
369,T16,food_product_with_unit,92,97,thyme,NONE,NONE
369,T17,food_product_with_unit,107,121,cheddar cheese,http://purl.obolibrary.org/obo/FOODON_03302458,cheddar cheese
369,T18,process,123,129,grated,NONE,NONE
369,T19,food_product_with_unit,144,159,parmesan cheese,http://purl.obolibrary.org/obo/FOODON_00003247,parmesan cheese
369,T20,process,161,167,grated,NONE,NONE
369,T21,food_product_without_unit_uncountable,47,51,salt,NONE,NONE
264,T1,unit,27,30,cup,NONE,NONE
264,T2,unit,49,60,tablespoons,NONE,NONE
264,T3,unit,95,99,cups,NONE,NONE
264,T4,quantity,0,1,4,NONE,NONE
264,T5,quantity,23,26,1/2,NONE,NONE
264,T6,quantity,47,48,3,NONE,NONE
264,T7,quantity,89,94,1 3/4,NONE,NONE
264,T8,quantity,124,125,1,NONE,NONE
264,T9,food_product_with_unit,41,46,sugar,http://purl.obolibrary.org/obo/FOODON_03420108,sugar
264,T10,physical_quality,31,40,superfine,NONE,NONE
264,T11,physical_quality,2,7,large,NONE,NONE
264,T12,food_product_without_unit_countable,8,12,eggs,NONE,NONE
264,T13,process,14,21,divided,NONE,NONE
264,T15,process,81,87,sifted,NONE,NONE
264,T16,food_product_with_unit,100,112,greek yogurt,NONE,NONE
264,T17,food_product_without_unit_countable,126,131,lemon,http://purl.obolibrary.org/obo/FOODON_03315104,lemon (whole)
264,T18,food_product_without_unit_uncountable,152,172,confectioner's sugar,http://purl.obolibrary.org/obo/FOODON_03304315,confectioner's sugar
264,T19,process,133,139,grated,NONE,NONE
264,T20,process,144,150,juiced,NONE,NONE
264,T21,process,114,122,strained,NONE,NONE
9,T1,unit,187,190,cup,NONE,NONE
9,T2,unit,176,180,cups,NONE,NONE
9,T3,unit,136,139,cup,NONE,NONE
9,T4,unit,92,95,cup,NONE,NONE
9,T5,unit,58,61,cup,NONE,NONE
9,T6,food_product_without_unit_countable,2,6,lime,http://purl.obolibrary.org/obo/FOODON_00003661,lime (whole)
9,T7,food_product_without_unit_uncountable,33,44,kosher salt,NONE,NONE
9,T8,quantity,0,1,1,NONE,NONE
9,T9,process,8,21,cut in wedges,NONE,NONE
9,T10,food_product_with_unit,71,87,grapefruit juice,http://purl.obolibrary.org/obo/FOODON_03306174,grapefruit juice
9,T11,color,62,70,ruby red,NONE,NONE
9,T12,quantity,56,57,1,NONE,NONE
9,T13,quantity,88,91,1⁄2,NONE,NONE
9,T14,process,96,112,freshly squeezed,NONE,NONE
9,T15,food_product_with_unit,113,123,lime juice,http://purl.obolibrary.org/obo/FOODON_03306160,lime juice
9,T16,food_product_with_unit,140,154,orange liqueur,NONE,NONE
9,T17,quantity,134,135,1,NONE,NONE
9,T18,quantity,174,175,2,NONE,NONE
9,T19,quantity,185,186,1,NONE,NONE
9,T20,food_product_with_unit,197,204,tequila,http://purl.obolibrary.org/obo/FOODON_03304704,tequila
9,T21,color,191,196,white,http://purl.obolibrary.org/obo/FOODON_03411640,whiting
9,T22,food_product_with_unit,181,184,ice,NONE,NONE
9,T23,example,163,173,Triple Sec,http://purl.obolibrary.org/obo/FOODON_00002551,triple sec
